"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Evan Hjelholt",2006-12-14,"D","Windsor Spitfires",5,0,0,0,0,NA
"Evan Van Gorp",2006-05-18,"LW","London Knights",3,0,0,0,0,NA
"Finn Harding",2005-03-02,"D","Mississauga Steelheads",2,0,0,0,0,NA
"Fraser McDonell",2006-03-02,"D","Oshawa Generals",2,0,0,0,0,NA
"Gabriel Chiarot",2006-09-17,"RW","Mississauga Steelheads",5,0,0,0,0,NA
"Gabriel Smith",2007-01-01,"D","Owen Sound Attack",3,0,0,0,0,NA
"George Alboim",2005-03-15,"D","Erie Otters",5,0,0,0,0,NA
"Grant Spada",2007-06-24,"D","Guelph Storm",2,0,0,0,0,0
"Graydon Jones",2007-01-01,"D","Saginaw Spirit",4,0,0,0,0,NA
"Grayson Tiller",2005-02-20,"D","Barrie Colts",2,0,0,0,0,0
"Harrison Ballard",2004-04-16,"C","Guelph Storm",2,0,0,0,0,NA
"Hudson Chitaroni",2007-08-22,"C","Sudbury Wolves",4,0,0,0,0,0
"Hunter Brzustewicz",2004-11-29,"RD","Kitchener Rangers",3,0,0,0,0,0
"Hunter Solomon",2007-12-04,"D","Soo Greyhounds",3,0,0,0,0,NA
"Ihnat Pazii",2006-12-04,"LW","North Bay Battalion",1,0,0,0,0,NA
"Isaiah George",2004-02-15,"D","London Knights",1,0,0,0,0,NA
"Ivan Galiyanov",2007-10-16,"LW","Niagara IceDogs",4,0,0,0,0,NA
"Jack Brauti",2006-05-24,"D","Barrie Colts",2,0,0,0,0,NA
"Jack Greenwell",2005-01-05,"RW","Windsor Spitfires",5,0,0,0,0,0
"Jackson Edward",2004-02-27,"D","London Knights",1,0,0,0,0,NA
"Jackson Stewart",2004-06-18,"LW","Owen Sound Attack",1,0,0,0,0,NA
"Jacob Battaglia",2006-03-17,"RW","Kingston Frontenacs",5,0,0,0,0,0
"Jacob Cloutier",2007-03-22,"RW","Saginaw Spirit",4,0,0,0,0,NA
"Jacob Frasca",2003-03-19,"C","Barrie Colts",1,0,0,0,0,NA
"Jacob Julien",2004-09-12,"LW","London Knights",2,0,0,0,0,NA
"Jacob Therrien",2006-02-08,"LW","North Bay Battalion",2,0,0,0,0,NA
"Jakub Chromiak",2005-11-02,"D","Sudbury Wolves",3,0,0,0,0,0
"James Guo",2005-04-02,"D","Saginaw Spirit",1,0,0,0,0,NA
"James Petrovski",2005-08-12,"D","Owen Sound Attack",2,0,0,0,0,NA
"Jared Woolley",2006-02-27,"D","London Knights",3,0,0,0,0,NA
"Jimmy Lombardi",2007-02-16,"C","Flint Firebirds",4,0,0,0,0,NA
"Jonathon Pylypuik",2006-03-25,"C","Oshawa Generals",4,0,0,0,0,NA
"Joseph Cadorin",2007-03-29,"LW","Peterborough Petes",4,0,0,0,0,NA
"Joshua Avery",2007-01-30,"C","Brantford Bulldogs",4,0,0,0,0,NA
"Justin Handsor",2007-09-24,"D","Barrie Colts",2,0,0,0,0,NA
"Kasper Halttunen",2005-06-07,"RW","London Knights",1,0,0,0,0,0
"Kyle Morey",2005-06-27,"C","Kitchener Rangers",3,0,0,0,0,NA
"Landon McCallum",2003-09-05,"RW","Sudbury Wolves",2,0,0,0,0,NA
"Liam Arnsby",2003-11-20,"C","North Bay Battalion",1,0,0,0,0,NA
"Liam Ladds",2007-10-28,"D","Peterborough Petes",5,0,0,0,0,NA
"Liam Spencer",2006-01-19,"D","Mississauga Steelheads",4,0,0,0,0,NA
"Liam Storch",2006-01-20,"RW","Saginaw Spirit",4,0,0,0,0,0
"Lincoln Moore",2005-09-21,"RW","Saginaw Spirit",4,0,0,0,0,NA
"Lirim Amidovski",2006-12-22,"RW","North Bay Battalion",4,0,0,0,0,NA
"Lucas Rodriguez",2006-04-26,"D","Oshawa Generals",4,0,0,0,0,NA
"Lukas Fischer",2006-09-09,"D","Sarnia Sting",5,0,0,0,0,0
"Maleek McGowan",2005-06-13,"D","Kingston Frontenacs",4,0,0,0,0,NA
"Mathieu Paris",2005-01-01,"C","Niagara IceDogs",4,0,0,0,0,NA
"Matthew Jenken",2005-10-12,"D","Flint Firebirds",2,0,0,0,0,NA
"Matthew Mayich",2004-12-21,"D","Ottawa 67's",2,0,0,0,0,0
"Matthew Soto",2005-08-31,"RW","Kingston Frontenacs",3,0,0,0,0,NA
"Matthew Virgilio",2006-03-24,"D","Soo Greyhounds",4,0,0,0,0,0
"Michael Derbidge",2005-04-04,"LW","Barrie Colts",3,0,0,0,0,NA
"Mitchell Brooks",2005-03-23,"LW","Kingston Frontenacs",3,0,0,0,0,NA
"Nathan Leek",2005-09-16,"LW","Peterborough Petes",3,0,0,0,0,NA
"Nathan Sauder",2005-02-01,"D","Erie Otters",4,0,0,0,0,NA
"Nathan Villeneuve",2006-04-13,"C","Sudbury Wolves",2,0,0,0,0,0
"Nic Sima",2005-03-31,"RW","Saginaw Spirit",2,0,0,0,0,NA
"Nick DeAngelis",2004-05-22,"D","Windsor Spitfires",1,0,0,0,0,0
"Nick Graniero",2004-04-20,"LW","Windsor Spitfires",1,0,0,0,0,NA
"Nico Addy",2007-08-17,"RW","Owen Sound Attack",3,0,0,0,0,NA
"Noah Jenken",2007-03-08,"D","London Knights",1,0,0,0,0,NA
"Noah Morneau",2004-05-07,"C","Windsor Spitfires",2,0,0,0,0,NA
"Noah Van Vliet",2004-02-18,"D","Brantford Bulldogs",4,0,0,0,0,NA
"Nolan Jackson",2007-01-02,"D","Sudbury Wolves",1,0,0,0,0,NA
"Nolan Laird",2006-01-04,"C","North Bay Battalion",4,0,0,0,0,NA
"Oliver Bonk",2005-01-09,"D","London Knights",2,0,0,0,0,0
"Owen MacDonald",2004-08-28,"D","Sarnia Sting",4,0,0,0,0,NA
"Owen Protz",2006-02-07,"D","Sudbury Wolves",4,0,0,0,0,0
"Pasquale Zito",2003-06-01,"C","North Bay Battalion",1,0,0,0,0,NA
"Paul Ludwinski",2004-04-23,"C","Kingston Frontenacs",2,0,0,0,0,0
"PJ Fagan II",2007-05-02,"D","London Knights",3,0,0,0,0,NA
"PJ Forgione",2004-11-12,"D","Saginaw Spirit",4,0,0,0,0,0
"Quinton Burns",2005-04-14,"D","Kingston Frontenacs",2,0,0,0,0,0
"Quinton Pagé",2005-08-03,"LW","Peterborough Petes",4,0,0,0,0,NA
"Rasmus Kumpulainen",2005-08-08,"C","Oshawa Generals",1,0,0,0,0,NA
"Reed Gee",2006-03-12,"D","Flint Firebirds",4,0,0,0,0,NA
"Rene Van Bommel",2006-05-14,"LW","London Knights",3,0,0,0,0,NA
"Reyth Smith",2007-07-27,"C","North Bay Battalion",1,0,0,0,0,NA
"Riley Pope",2004-10-23,"C","Sudbury Wolves",3,0,0,0,0,NA
"Roman Kukumberg",2005-03-01,"C","Sarnia Sting",5,0,0,0,0,0
"Ryan Gagner",2004-04-08,"C","Peterborough Petes",2,0,0,0,0,NA
"Ryan O'Dell",2004-02-14,"D","Guelph Storm",4,0,0,0,0,NA
"Ryan Vannetten",2004-03-30,"D","Niagara IceDogs",5,0,0,0,0,NA
"Ryder Boulton",2006-06-21,"LW","London Knights",4,0,0,0,0,NA
"Sam Dickinson",2006-06-07,"D","London Knights",4,0,0,0,0,0
"Sam Sedley",2003-06-08,"D","Owen Sound Attack",1,0,0,0,0,NA
"Sandis Vilmanis",2004-01-23,"LW","Sarnia Sting",2,0,0,0,0,NA
"Sebastien Gervais",2005-04-11,"LW","Saginaw Spirit",2,0,0,0,0,NA
"Shawn Costello",2007-01-20,"C","Oshawa Generals",1,0,0,0,0,NA
"Spencer Evans",2006-05-12,"D","Soo Greyhounds",1,0,0,0,0,NA
"Tanner Ryan",2004-01-23,"RW","Brantford Bulldogs",1,0,0,0,0,NA
"Taos Jordan",2004-03-29,"D","Owen Sound Attack",3,0,0,0,0,NA
"Thomas Chafe",2005-04-19,"RW","Owen Sound Attack",3,0,0,0,0,NA
"Thomas Stewart",2003-01-06,"D","Oshawa Generals",2,0,0,0,0,NA
"Tnias Mathurin",2004-01-15,"D","North Bay Battalion",2,0,0,0,0,NA
"Tomáš Hamara",2004-03-09,"LD","Kitchener Rangers",4,0,0,0,0,0
"Tomislav Brennan",2005-03-15,"C","Owen Sound Attack",4,0,0,0,0,NA
"Trevor O’Dell",2006-07-17,"D","Windsor Spitfires",5,0,0,0,0,0
"Ty Nelson",2004-03-30,"D","North Bay Battalion",1,0,0,0,0,NA
"Ty Petrou",2004-05-10,"C","Oshawa Generals",1,0,0,0,0,NA
"Tyson Rismond",2006-03-30,"D","North Bay Battalion",4,0,0,0,0,NA
"Wylie Birkett",2004-03-05,"LW","Kingston Frontenacs",1,0,0,0,0,NA
"Xander Velliaris",2007-04-23,"D","Kingston Frontenacs",3,0,0,0,0,NA
"Zach Wigle",2004-01-12,"C","Barrie Colts",4,0,0,0,0,NA
"Zach Wilson",2007-03-07,"D","North Bay Battalion",2,0,0,0,0,NA
"Zack Lewis",2005-01-25,"RW","Peterborough Petes",5,0,0,0,0,NA
